club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
AIK Solna,Sebastian Wänstrand-Björk,20,Attack,Unknown,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Kalmar FF,Patrik Rosengren,30,Centre-Back,Mjällby AIF,free transfer,in,Winter,0,Allsvenskan,2001,2001/2002,Sweden
Kalmar FF,Anton Holmberg,20,Centre-Forward,Umeå FC,?,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Kalmar FF,Vesa Vasara,25,Right Winger,FC Jokerit,?,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Kalmar FF,Daniel Hallingström,21,Centre-Back,Åtvidabergs FF,loan transfer,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Mattias Thylander,27,Defensive Midfield,AIK,free transfer,in,Winter,0,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Christian Lundström,24,Centre-Forward,Elfsborg,?,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Andreas Johansson,19,Centre-Back,Halmstad U19,-,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Stefan Vennberg,31,Midfield,GAIS,free transfer,out,Winter,0,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Stefan Selakovic,24,Right Winger,Heerenveen,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Fredrik Gustafson,25,Right Midfield,Molde,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Henrik Bertilsson,32,Centre-Forward,Falkenberg,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Halmstads BK,Fredrik Andersson,30,Left-Back,Snöstorp N.,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Balázs Rabóczki,23,Goalkeeper,Dunaferr SE,€250k,in,Winter,0.25,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Filip Apelstav,30,Defence,Sogndal IL,?,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Jani Sarajärvi,22,Left-Back,VPS,?,in,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Eddie Gustafsson,24,Goalkeeper,Molde,free transfer,out,Winter,0,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Dawid Banaczek,22,Centre-Forward,RKS Radomsko,loan transfer,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Kristian Bergström,27,Left Midfield,Malmö FF,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Joe Spiteri,28,Centre-Forward,Sydney Olympic,?,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Jan Jansson,33,Central Midfield,Retired,-,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
IFK Norrköping,Stefan Alvén,33,Defence,Retired,-,out,Winter,NA,Allsvenskan,2001,2001/2002,Sweden
Malmö FF,Samuel Barlay,17,Central Midfield,East End Lions,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Malmö FF,Behrang Safari,19,Left-Back,Malmö FF U19,-,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Malmö FF,Igor Sypniewski,29,Centre-Forward,Trelleborg,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Malmö FF,Billy Berntsson,20,Defence,Herfölge BK,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Malmö FF,Tobias Grahn,24,Central Midfield,Aarhus GF,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Helsingborgs IF,David Ljung,28,Centre-Back,Molde,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Helsingborgs IF,Martin Buch-Frederiksen,20,Midfield,Lyngby BK,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Helsingborgs IF,Mikael Rosén,29,Right-Back,Viborg FF,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Helsingborgs IF,Martin Fribrock,19,Left Midfield,Halmstads BK,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Niclas Alexandersson,32,Right Midfield,Everton,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Patrice Kwedi,20,Right-Back,Dinamo Zagreb,loan transfer,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Mikael Antonsson,23,Centre-Back,Austria Vienna,€450k,out,Summer,0.45,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Kabba Samura,22,Attack,Assyriska FF,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Martin Ericsson,23,Central Midfield,Aalborg BK,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
IFK Göteborg,Sampo Koskinen,25,Left-Back,Bodens BK,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Halmstads BK,Gunnar Heidar Thorvaldsson,22,Centre-Forward,ÍBV,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Halmstads BK,Martin Fribrock,19,Left Midfield,Helsingborgs IF,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Halmstads BK,Peter Larsson,20,Centre-Back,Halmstad U19,-,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Halmstads BK,Mikael Nilsson,26,Right-Back,Southampton,€600k,out,Summer,0.6,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Sören Larsen,22,Centre-Forward,BK Frem,€900k,in,Summer,0.9,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Juraj Dovicovic,24,Midfield,Dubnica,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Markus Johannesson,29,Centre-Back,Örgryte,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Sölvi Ottesen,20,Centre-Back,Víkingur,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Tomas Backman,24,Left Midfield,Unknown,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Patrick Amoah,17,Centre-Back,Djurgården U19,-,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Andreas Isaksson,22,Goalkeeper,Rennes,€1.70m,out,Summer,1.7,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Geert den Ouden,27,Centre-Forward,ADO Den Haag,€50k,out,Summer,0.05,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Babis Stefanidis,23,Right Winger,Bröndby IF,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Aziz Corr-Nyang,19,Right Winger,Åtvidabergs FF,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Djurgårdens IF,Christer Mattiasson,32,Attack,Brommapojkarna,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Petter Furuseth,26,Centre-Forward,Örebro SK,free transfer,in,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Hamed Diallo,27,Centre-Forward,Angers SCO,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Nichlas Hindsberg,29,Left Midfield,Nordsjaelland,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Jonas Stark,32,Centre-Back,BK Frem,"End of loanJun 30, 2004",in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Milan Barjaktarevic,17,Goalkeeper,Heart of Midl.,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Johan Andersson,29,Centre-Back,GIF Sundsvall,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Jonas Stark,32,Centre-Back,Västerås SK,?,out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
Hammarby IF,Marinho,24,Centre-Forward,Cruzeiro,"End of loanJun 30, 2004",out,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
IF Elfsborg,Daniel Alexandersson,25,Attack,Falkenberg,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
IF Elfsborg,Jurica Siljanoski,30,Attack,Bihor Oradea,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
IF Elfsborg,Patric Snygg,20,Midfield,Skene IF,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
IF Elfsborg,Garba Lawal,30,Left Midfield,Santa Clara,free transfer,out,Summer,0,Allsvenskan,2004,2004/2005,Sweden
BK Häcken,Mats Haglund,28,Centre-Forward,Åtvidabergs FF,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
BK Häcken,Mattias Andersson,22,Left Winger,Raufoss,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
BK Häcken,David Frölund,25,Right-Back,Örgryte,?,in,Summer,NA,Allsvenskan,2004,2004/2005,Sweden
